"TRIM_ID","VARIANT_ID","TRIM_NAME","BASE_PRICE","DESCRIPTION"
6,2,Modern,24920000,"▶ 스마트 기본 품목 및
• 지능형 안전 기술 : 고속도로 주행보조, 스마트 크루즈 컨트롤(스탑앤고 기능 포함), 내비게이션 기반 스마트 크루즈 컨트롤(안전구간, 곡선로)
• 외관 : 16인치 알로이 휠 & 타이어
• 내장 : 가죽 스티어링 휠(열선 포함), 가죽 변속기 노브, 선바이저 램프, 깊이 가변형 컵홀더, 앰비언트 무드램프
• 시트 : 1열 열선/통풍시트
• 편의 : 전동식 파킹 브레이크(오토홀드 포함), 듀얼 풀오토 에어컨(오토 디포그/미세먼지 센서/공기청정모드/애프터 블로우 포함), 운전석 공조 연동 자동 제어, 2열 에어벤트, 세이프티 파워 윈도우(운전석), 하이패스
• 인포테인먼트 : 10.25인치 내비게이션(블루링크, 폰 프로젝션, 블루투스 핸즈프리, 인카페이먼트, 발레모드), 내비게이션 무선 업데이트"
7,2,Inspiration,28420000,"모던 기본 품목 및
• 지능형 안전 기술 : 후측방 충돌 경고(주행), 후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 후방 주차 충돌방지 보조, 안전 하차 경고, 진동 경고 스티어링 휠
• 외관 : 17인치 알로이 휠 & 타이어, Full LED 헤드램프(프로젝션 타입), LED 방향지시등(앞), LED 리어 콤비램프, LED 보조제동등, 크롬 벨트라인 몰딩, 에어로 타입 와이퍼, 이중접합 차음 유리(윈드실드)
• 내장 : 파노라마 디스플레이(클러스터(10.25인치 컬러 LCD), 클러스터/내비게이션 일체형 글라스), LED 실내등(맵램프, 룸램프, 선바이저 램프), 소프트 페인트 내장재(동승석 크래시 패드 가니시, 도어 트림 상단)
• 시트 : 천연가죽 시트, 운전석 전동시트(8way, 럼버서포트, 자세 메모리 시스템), 동승석 전동시트(4way), 2열 열선시트, 동승석 시트백 포켓
• 편의 : 스마트폰 무선충전, 현대 디지털 키 2 터치, 서라운드 뷰 모니터, 후측방 모니터
• 인포테인먼트 : BOSE 프리미엄 사운드(8스피커, 외장앰프 포함)"
8,3,Smart,25230000,"• 파워트레인/성능 : 가솔린 1.6 하이브리드 엔진, 하이브리드 시스템(32kW 모터, 리튬 이온 폴리머 배터리, 회생제동 시스템), 6단 DCT, 디스크 브레이크, 후륜 멀티링크 서스펜션, 통합주행모드
• 안전 : 8에어백 시스템(1열 어드밴스드/사이드, 2열 사이드, 전복 대응 커튼), 유아용 시트 고정장치(2열 2개), 세이프티 언락, 타이어 응급처치 키트, 개별 타이어 공기압 경보장치, 실내 소화기
• 지능형 안전 기술 : 전방 충돌방지 보조(차량/보행자/자전거 탑승자/교차로 대향차/정면 대향차), 차로 유지 보조, 차로 이탈방지 보조, 운전자 주의경고, 하이빔 보조, 전방 차량 출발 알림, 스마트 크루즈 컨트롤(스탑앤고 기능 포함), 지능형 속도 제한 보조
• 외관 : 네오트로닉 블랙 라디에이터 그릴, Full LED 헤드램프(MFR 타입), LED 주간주행등(DRL, 포지셔닝 포함), 보조제동등, 16인치 알로이 휠 & 타이어, 아웃사이드 미러(열선, 전동접이, 전동조절, LED 방향지시등), 이중접합 차음 유리(윈드실드)
• 내장 : 클러스터(4.2인치 컬러 LCD), 선바이저 거울 & 슬라이딩, 룸램프, 인조가죽 적용 내장(도어 센터트림), 깊이 가변형 컵홀더
• 시트 : 인조가죽 시트, 운전석 수동 높이 조절, 2열 높이조절 헤드레스트(센터 제외)
• 편의 : 버튼시동 & 스마트키, 스마트키 원격시동, 웰컴 시스템, 스마트 트렁크, 도어 포켓 라이팅(앞), 파워 윈도우, 마이크로 에어 필터, 수동식 틸트 & 텔레스코픽 스티어링 휠, 스티어링 휠 리모컨, ECM 룸미러, USB-C 충전기(1열 1개, 2열 2개), 크루즈 컨트롤, 오토 라이트 컨트롤, 후석 승객 알림, 후방 모니터(조향 연동, 주행 중 후방 뷰), 전방 주차 거리 경고, 후방 주차 거리 경고, 전동식 파킹 브레이크(오토홀드 포함), 듀얼 풀오토 에어컨(오토 디포그/미세먼지 센서/공기청정모드 포함)
• 인포테인먼트 : 8인치 디스플레이 오디오(6스피커, 라디오, MP3, 블루투스 핸즈프리, 무선 폰 프로젝션 포함)"
9,3,Modern Light,25490000,"▶ 스마트 기본 품목 및
• 내장 : 가죽 스티어링 휠(열선 포함), 가죽 변속기 노브
• 시트 : 1열 열선시트"
10,3,Modern,27890000,"▶ 모던 라이트 기본 품목 및
• 지능형 안전 기술 : 내비게이션 기반 스마트 크루즈 컨트롤(안전구간, 곡선로), 고속도로 주행보조
• 내장 : 선바이저 램프, 앰비언트 무드램프
• 시트 : 1열 통풍시트
• 편의 : 운전석 공조 연동 자동 제어, 2열 에어벤트, 세이프티 파워 윈도우(운전석), 하이패스, 스마트폰 무선충전, 현대 디지털 키 2 터치
• 인포테인먼트 : 10.25인치 내비게이션(블루링크, 폰 프로젝션, 블루투스 핸즈프리, 인카페이먼트, 발레모드), 내비게이션 무선 업데이트"
11,3,Inspiration,31150000,"▶ 모던 기본 품목 및
• 지능형 안전 기술 : 후측방 충돌 경고(주행), 후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 후방 주차 충돌방지 보조, 안전 하차 경고, 진동 경고 스티어링 휠
• 외관 : 17인치 알로이 휠 & 타이어, Full LED 헤드램프(프로젝션 타입), LED 방향지시등(앞), LED 리어 콤비램프, LED 보조제동등, 크롬 벨트라인 몰딩, 에어로 타입 와이퍼
• 내장 : 파노라마 디스플레이(클러스터(10.25인치 컬러 LCD), 클러스터/내비게이션 일체형 글라스), LED 실내등(맵램프, 룸램프, 선바이저 램프), 소프트 페인트 내장재(동승석 크래시 패드 가니시, 도어 트림 상단)
• 시트 : 천연가죽 시트, 운전석 전동시트(8way, 럼버서포트, 자세 메모리 시스템), 동승석 전동시트(4way), 2열 열선시트, 2열 암레스트, 2열 6:4 폴딩, 2열 높이조절 헤드레스트(센터), 동승석 시트백 포켓
• 편의 : 서라운드 뷰 모니터, 후측방 모니터
• 인포테인먼트 : BOSE 프리미엄 사운드(8스피커, 외장앰프 포함)"
48,9,Black Ink,50870000,가솔린 3.5 블랙 잉크 (3.5 엔진 적용)
52,13,Modern,28480000,"기본 사양: 1.6 터보 엔진, 8에어백, 12.3인치 디스플레이 오디오, 17인치 휠, MFR LED 헤드램프, 1열 열선시트"
53,13,Premium,31160000,"모던 품목 외: 18인치 휠, 1열 통풍시트, 12.3인치 내비게이션, 듀얼 풀오토 에어컨, 스마트 파워 테일게이트, 루프랙"
54,13,H-Pick,32050000,"프리미엄 품목 외: 스마트 크루즈 컨트롤, 고속도로 주행 보조, 운전석 전동시트(메모리), 동승석 전동시트, 2열 열선"
55,13,Inspiration,34600000,"H-Pick 품목 외: 프로젝션 LED 헤드램프, 파노라믹 커브드 디스플레이, HUD, 디지털 키 2, 퀼팅 천연가죽"
93,23,"45 TFSI quattro S-Line (OV) A/T",81880000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준)."
94,23,"45 TFSI quattro S-Line (Black) A/T",84400000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준). Black/Black Edition: 블랙 외장/디자인 요소 중심의 블랙 에디션 구성(트림 표기 기준)."
95,24,"40 TDI quattro Advanced A/T",69680000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식)."
96,24,"40 TDI quattro Advanced (OV) A/T",70110000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식)."
97,24,"40 TDI quattro Advanced (TECH) A/T",73670000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성."
98,24,"40 TDI quattro Advanced (TECH+OV) A/T",74100000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성."
99,24,"40 TDI quattro S-Line A/T",75570000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준)."
60010,60006,C200 Avantgarde,62800000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔), 리어 램프(급제동 경보), 루프(파노라마 선루프)
• 내장 : 계기판(디지털), 스티어링 휠(가죽, 열선), 기어 노브(칼럼식 노브, 패들 시프트), 룸미러(하이패스 내장), 엠비언트 라이트(64색)
• 안전 : 에어백(운전석, 동승석, 운전석 무릎, 사이드 (앞), 사이드 (뒤), 커튼), 주행안전(ABS, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 후측방 충돌 방지 보조, 부주의 운전 경보), 보행자 안전(액티브 후드)
• 편의 : 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동, 원격시동, 스마트폰 디지털키), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(USB, 스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 후방카메라, 조향연동 안내선, 자동주차보조)
• 시트 : 시트배열(2 + 3), 시트재질(ARTICO), 운전석(열선, 통풍, 전동조절, 메모리), 동승석(열선, 통풍, 전동조절, 메모리), 2열(접이식 시트, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(2 존)
• 멀티미디어 : 화면크기(11.9), 주요기능(내비게이션, 라디오, 오디오 파일 재생, 블루투스, 텔레매틱스), 부가기능(터치스크린, 음성인식, 애플 카플레이, 안드로이드 오토)"
60011,60006,C200 AMG Line,65900000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔), 리어 램프(급제동 경보), 루프(파노라마 선루프)
• 내장 : 계기판(디지털), 스티어링 휠(가죽, 열선), 기어 노브(칼럼식 노브, 패들 시프트), 룸미러(하이패스 내장), 엠비언트 라이트(64색)
• 안전 : 에어백(운전석, 동승석, 운전석 무릎, 사이드 (앞), 사이드 (뒤), 커튼), 주행안전(ABS, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 후측방 충돌 방지 보조, 부주의 운전 경보), 보행자 안전(액티브 후드)
• 편의 : 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동, 원격시동, 스마트폰 디지털키), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(USB, 스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 후방카메라, 조향연동 안내선, 자동주차보조)
• 시트 : 시트배열(2 + 3), 시트재질(ARTICO), 운전석(열선, 통풍, 전동조절, 메모리), 동승석(열선, 통풍, 전동조절, 메모리), 2열(접이식 시트, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(2 존)
• 멀티미디어 : 화면크기(11.9), 주요기능(내비게이션, 라디오, 오디오 파일 재생, 블루투스, 텔레매틱스), 부가기능(터치스크린, 음성인식, 애플 카플레이, 안드로이드 오토)"
60008,60005,GLS600 4MATIC,293600000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔), 리어 램프(급제동 경보), 루프(파노라마 선루프), 와이퍼(전방 레인센서)
• 내장 : 계기판(디지털, HUD), 스티어링 휠(가죽, 열선), 기어 노브(칼럼식 노브, 패들 시프트), 룸미러(하이패스 내장), 엠비언트 라이트(64색), 뒷좌석 측면커튼(2열), 뒷좌석 후면커튼(전동식)
• 안전 : 에어백(운전석, 동승석, 운전석 무릎, 사이드 (앞), 사이드 (뒤), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 후측방 충돌 방지 보조, 부주의 운전 경보), 보행자 안전(보행자 인식 긴급제동)
• 편의 : 정속주행(CC (정지, 재출발)), 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동, 원격시동), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 측면감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰, 조향연동 안내선, 자동주차보조)
• 시트 : 시트배열(2 + 3), 시트재질(나파), 운전석(열선, 통풍, 전동조절, 메모리, 안마기능), 동승석(열선, 통풍, 전동조절, 메모리, 안마기능), 2열(열선, 통풍, 안마기능, AV 리모컨, 접이식 시트, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(4 존)
• 멀티미디어 : 화면크기(12.3), 주요기능(내비게이션, 오디오 파일 재생, 블루투스, DMB 수신, 텔레매틱스), 부가기능(터치스크린, 음성인식, 애플 카플레이, 안드로이드 오토, 뒷좌석 모니터), 스피커(26), 사운드시스템(Burmester)"
60009,60005,GLS600 4MATIC MANUFAKTUR,312110000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 하이빔), 리어 램프(급제동 경보), 루프(파노라마 선루프), 와이퍼(전방 레인센서)
• 내장 : 계기판(디지털, HUD), 스티어링 휠(가죽, 열선), 기어 노브(칼럼식 노브, 패들 시프트), 룸미러(하이패스 내장), 엠비언트 라이트(64색), 뒷좌석 측면커튼(2열), 뒷좌석 후면커튼(전동식)
• 안전 : 에어백(운전석, 동승석, 운전석 무릎, 사이드 (앞), 사이드 (뒤), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 후측방 충돌 방지 보조, 부주의 운전 경보), 보행자 안전(보행자 인식 긴급제동)
• 편의 : 정속주행(CC (정지, 재출발)), 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동, 원격시동), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 측면감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰, 조향연동 안내선, 자동주차보조)
• 시트 : 시트배열(2 + 3), 시트재질(나파), 운전석(열선, 통풍, 전동조절, 메모리, 안마기능), 동승석(열선, 통풍, 전동조절, 메모리, 안마기능), 2열(열선, 통풍, 안마기능, AV 리모컨, 접이식 시트, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(4 존)
• 멀티미디어 : 화면크기(12.3), 주요기능(내비게이션, 오디오 파일 재생, 블루투스, DMB 수신, 텔레매틱스), 부가기능(터치스크린, 음성인식, 애플 카플레이, 안드로이드 오토, 뒷좌석 모니터), 사운드시스템(Burmester)"
100,24,"40 TDI quattro S-Line (OV) A/T",76000000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준)."
101,24,"40 TDI quattro S-Line (Black) A/T",77100000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준). Black/Black Edition: 블랙 외장/디자인 요소 중심의 블랙 에디션 구성(트림 표기 기준)."
102,24,"40 TDI quattro S-Line (Black+OV) A/T",77520000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준). Black/Black Edition: 블랙 외장/디자인 요소 중심의 블랙 에디션 구성(트림 표기 기준)."
103,24,"40 TDI quattro S-Line (LIGHT) A/T",77990000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준)."
104,24,"40 TDI quattro S-Line (LIGHT+OV) A/T",78410000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준)."
105,24,"40 TDI quattro S-Line (Black+LIGHT) A/T",79510000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준). Black/Black Edition: 블랙 외장/디자인 요소 중심의 블랙 에디션 구성(트림 표기 기준)."
106,24,"40 TDI quattro S-Line (Black+LIGHT+OV) A/T",79940000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준). Black/Black Edition: 블랙 외장/디자인 요소 중심의 블랙 에디션 구성(트림 표기 기준)."
